Category,Price (INR)_mean,Price (INR)_median,Price (INR)_std,Price (INR)_min,Price (INR)_max,Rating_mean,Rating_median,Rating_std,Rating_min,Rating_max,Rating Count_mean,Rating Count_median,Rating Count_std,Rating Count_min,Rating Count_max
Schezwan Dishes,400.0,400.0,,400.0,400.0,2.9,2.9,,2.9,2.9,26.0,26.0,,26.0,26.0
Schezwan Dosa,245.0,250.0,17.32,220.0,260.0,4.53,4.45,0.36,4.2,5.0,11.25,10.5,7.18,4.0,20.0
Schezwan Noodles,255.0,255.0,,255.0,255.0,4.0,4.0,,4.0,4.0,87.0,87.0,,87.0,87.0
Sea Food,454.29,380.0,164.91,280.0,690.0,4.44,4.7,0.68,3.1,5.0,6.0,6.0,2.45,3.0,9.0
Sea Food Appetizers,539.0,473.0,100.82,440.0,660.0,4.62,4.75,0.34,3.9,4.9,62.25,31.5,84.42,5.0,255.0
Sea Food Apprtizer,400.0,400.0,50.0,350.0,450.0,4.17,4.1,0.4,3.8,4.6,12.0,10.0,10.15,3.0,23.0
Sea Food Biryani,458.0,458.0,,458.0,458.0,4.8,4.8,,4.8,4.8,8.0,8.0,,8.0,8.0
Sea Food Main Course,454.0,454.0,0.0,454.0,454.0,4.35,4.35,0.21,4.2,4.5,2.5,2.5,2.12,1.0,4.0
Sea Food Main Dishes,185.0,185.0,,185.0,185.0,5.0,5.0,,5.0,5.0,3.0,3.0,,3.0,3.0
Sea Food Starter,528.0,520.0,24.9,510.0,570.0,4.04,4.2,0.78,3.2,5.0,140.8,7.0,277.23,1.0,635.0
Sea Food Starters,376.62,350.0,49.94,348.0,460.0,4.4,4.4,0.46,3.5,5.0,14.5,8.0,19.85,3.0,62.0
Seafood,563.85,540.0,146.46,350.0,750.0,4.72,5.0,0.5,3.7,5.0,4.54,3.0,2.4,3.0,10.0
Seafood Gravy,189.0,199.0,45.83,139.0,229.0,4.3,4.5,0.44,3.8,4.6,13.67,14.0,0.58,13.0,14.0
Seafood Starters,450.69,395.0,94.56,375.0,665.0,4.33,4.6,0.8,2.2,5.0,14.38,11.0,11.21,2.0,46.0
Seafoods,597.0,569.0,81.67,529.0,739.0,4.68,4.6,0.3,4.4,5.0,5.4,3.0,6.54,1.0,17.0
Seafoods Dry & Gravy,330.0,330.0,28.28,310.0,350.0,3.6,3.6,0.42,3.3,3.9,6.0,6.0,2.83,4.0,8.0
Season Special,80.0,80.0,,80.0,80.0,4.5,4.5,,4.5,4.5,62.0,62.0,,62.0,62.0
Season Special Combos,231.0,239.0,30.48,179.0,289.0,4.19,4.3,0.4,3.7,5.0,4.5,1.5,5.62,1.0,18.0
Seasonal,142.55,74.58,93.15,74.58,250.0,4.7,4.7,0.25,4.3,5.0,99.6,32.0,115.06,5.0,250.0
Seasonal Milk Shakes,145.0,145.0,35.36,120.0,170.0,3.3,3.3,2.4,1.6,5.0,3.5,3.5,0.71,3.0,4.0
Seek,180.0,180.0,,180.0,180.0,4.8,4.8,,4.8,4.8,12.0,12.0,,12.0,12.0
Seekh Kabab,139.0,139.0,,139.0,139.0,4.9,4.9,,4.9,4.9,6.0,6.0,,6.0,6.0
Senior Non-veg Burgers,173.0,180.0,30.12,140.0,199.0,4.43,4.4,0.35,4.1,4.8,9.0,7.0,7.21,3.0,17.0
Senior Veg Burger,151.12,152.5,9.86,129.0,160.0,4.47,4.65,0.59,3.1,4.9,11.75,12.0,8.65,3.0,29.0
"Set Menu (served With Rice,miso Soup)",714.44,730.0,43.91,640.0,760.0,4.96,5.0,0.07,4.8,5.0,12.44,9.0,13.84,3.0,47.0
Sev Ki Sabji,135.75,135.75,14.51,122.5,149.0,3.97,4.0,0.37,3.3,4.3,43.67,21.0,44.3,8.0,100.0
Sev Puri,105.0,105.0,35.36,80.0,130.0,4.75,4.75,0.35,4.5,5.0,160.0,160.0,219.2,5.0,315.0
Shaan Biryani (Serves-2),784.8,719.0,102.79,669.0,985.0,4.31,4.45,0.61,2.9,5.0,15.03,8.0,17.46,1.0,74.0
Shaan Biryani (serves 2),714.0,719.0,19.51,669.0,729.0,4.17,4.3,0.69,2.3,5.0,2.0,2.0,0.88,1.0,3.0
Shaan Sweets And Snacks,222.0,222.0,,222.0,222.0,4.6,4.6,,4.6,4.6,6.0,6.0,,6.0,6.0
Shabal Special,270.0,270.0,0.0,270.0,270.0,3.4,3.4,0.28,3.2,3.6,6.0,6.0,1.41,5.0,7.0
Shabhalay,349.0,349.0,,349.0,349.0,4.4,4.4,,4.4,4.4,11.0,11.0,,11.0,11.0
Shabji,92.0,92.0,7.07,87.0,97.0,4.55,4.55,0.21,4.4,4.7,18.0,18.0,7.07,13.0,23.0
Shahi Biryani (serves 1),375.56,389.0,84.79,199.0,569.0,4.29,4.4,0.52,2.4,5.0,33.41,7.5,83.79,1.0,581.0
Shake,143.7,150.0,58.15,90.0,258.0,4.14,4.1,0.56,3.0,4.9,5.5,6.0,3.24,1.0,12.0
Shake Shop,170.0,170.0,,170.0,170.0,3.1,3.1,,3.1,3.1,5.0,5.0,,5.0,5.0
Shake mocktail,20.0,20.0,,20.0,20.0,4.3,4.3,,4.3,4.3,6.0,6.0,,6.0,6.0
Shakes,137.93,120.0,74.0,30.0,410.0,4.11,4.25,0.66,2.2,5.0,8.16,5.0,9.83,1.0,68.0
Shakes & Mocktails,172.5,167.5,47.35,130.0,225.0,4.65,4.8,0.45,4.0,5.0,8.25,8.5,4.35,4.0,12.0
Shakes & Smoothies,262.14,260.0,12.54,250.0,275.0,4.24,4.3,0.69,3.0,5.0,2.14,1.0,1.86,1.0,6.0
Shakes And Lassi,92.2,99.0,13.08,69.0,99.0,4.3,4.4,0.26,3.9,4.6,53.0,59.0,26.33,20.0,85.0
Shakes And Smoothies,295.0,295.0,,295.0,295.0,4.0,4.0,,4.0,4.0,2.0,2.0,,2.0,2.0
Shakes(o),140.0,140.0,14.14,130.0,150.0,4.7,4.7,0.0,4.7,4.7,6.0,6.0,1.41,5.0,7.0
Shaptak (Slice Chilli Meat Fried),409.33,469.0,165.93,100.0,539.0,4.4,4.5,0.61,3.5,5.0,28.5,16.0,29.8,3.0,79.0
Sharing + Saving Combo,364.33,336.0,49.07,336.0,421.0,4.43,4.3,0.51,4.0,5.0,1.33,1.0,0.58,1.0,2.0
Sharing Plates,305.71,290.0,112.49,185.0,420.0,4.61,4.7,0.26,4.2,4.9,91.29,69.0,92.5,7.0,283.0
Shawarma,188.52,185.0,81.11,99.0,530.0,4.2,4.4,0.6,2.6,5.0,114.79,27.0,200.09,1.0,711.0
Shawarma & Rolls,215.0,230.0,71.88,120.0,280.0,3.95,4.15,0.66,3.0,4.5,64.0,64.5,54.23,4.0,123.0
Shawarma N Roll,170.0,170.0,0.0,170.0,170.0,4.0,4.0,0.28,3.8,4.2,79.5,79.5,45.96,47.0,112.0
Shawarma Pita Wrap,200.0,200.0,0.0,200.0,200.0,4.55,4.55,0.49,4.2,4.9,8.0,8.0,2.83,6.0,10.0
Shawarma Rolls,149.0,149.0,28.28,129.0,169.0,4.2,4.2,0.0,4.2,4.2,868.5,868.5,37.48,842.0,895.0
Shawarma Thali,350.0,350.0,,350.0,350.0,4.5,4.5,,4.5,4.5,3.0,3.0,,3.0,3.0
Shawarmas,220.05,209.0,38.47,179.0,289.0,4.22,4.3,0.41,3.1,5.0,43.38,19.0,59.03,1.0,376.0
Shefali,140.0,140.0,,140.0,140.0,4.1,4.1,,4.1,4.1,10.0,10.0,,10.0,10.0
Shiv sager ki khasiyat,362.92,347.5,22.71,345.0,410.0,3.46,3.05,1.05,2.3,5.0,9.25,6.0,11.68,2.0,45.0
Shorbas,154.0,154.0,7.07,149.0,159.0,4.3,4.3,0.14,4.2,4.4,22.5,22.5,0.71,22.0,23.0
Shravan Special,193.05,197.5,40.55,59.0,264.0,4.34,4.45,0.53,2.0,5.0,30.22,19.0,37.07,1.0,166.0
Shravan Special ,41.6,43.0,31.46,15.0,92.0,4.6,4.5,0.36,4.1,5.0,5.0,7.0,3.74,1.0,9.0
Shravan Special Curd Rice ,213.0,213.0,0.0,213.0,213.0,4.6,4.6,0.28,4.1,5.0,17.0,22.0,10.98,5.0,31.0
Shravan Specials,201.93,205.0,76.02,70.0,388.57,4.25,4.3,0.43,2.9,5.0,72.43,28.0,129.46,1.0,818.0
Shravan Specials [ss],205.0,205.0,,205.0,205.0,4.4,4.4,,4.4,4.4,50.0,50.0,,50.0,50.0
Shravan special,100.0,100.0,,100.0,100.0,3.9,3.9,,3.9,3.9,3.0,3.0,,3.0,3.0
Shravana Month Specials,114.78,119.0,17.93,85.0,145.0,4.6,4.6,0.17,4.4,4.9,152.22,77.0,231.59,17.0,754.0
Shrikhand / Matho,143.0,136.0,12.12,136.0,157.0,4.67,4.9,0.49,4.1,5.0,7.0,4.0,6.08,3.0,14.0
Shudh Ghee Se Mutton Curries,445.0,445.0,0.0,445.0,445.0,4.0,4.0,0.99,3.3,4.7,21.0,21.0,21.21,6.0,36.0
Shuruat Yahan Se,379.0,380.0,12.45,360.0,395.0,4.32,4.7,0.66,3.5,4.9,9.8,5.0,10.31,2.0,26.0
Shuruwat,102.5,102.5,38.89,75.0,130.0,4.45,4.45,0.21,4.3,4.6,14.0,14.0,14.14,4.0,24.0
Side,279.0,279.0,,279.0,279.0,3.7,3.7,,3.7,3.7,11.0,11.0,,11.0,11.0
Side Dishes,104.31,109.0,29.77,45.0,136.0,4.6,4.6,0.18,4.4,5.0,206.15,110.0,183.25,14.0,637.0
Side Dishes ,50.0,50.0,,50.0,50.0,4.2,4.2,,4.2,4.2,95.0,95.0,,95.0,95.0
Side Orders,136.56,156.0,51.62,20.0,180.0,4.41,4.6,0.57,3.3,5.0,27.25,13.5,38.73,2.0,163.0
Sides,154.63,125.0,98.28,1.9,500.0,4.39,4.4,0.43,2.3,5.0,142.95,39.0,229.94,1.0,963.0
Sides  &  Dips,25.4,23.81,2.46,23.81,28.57,4.37,4.35,0.19,4.2,4.7,14.83,14.0,7.03,5.0,27.0
Sides & Dips,92.67,109.0,46.69,40.0,129.0,4.77,4.7,0.21,4.6,5.0,47.0,59.0,39.4,3.0,79.0
Sides & Drinks,59.56,49.0,28.78,20.0,119.0,4.42,4.5,0.4,3.3,5.0,14.12,8.0,18.53,1.0,92.0
Sides And Accompaniments,153.4,139.0,82.04,50.0,279.0,4.86,4.9,0.15,4.6,5.0,119.0,66.0,147.14,4.0,356.0
Sides And Dips,117.33,115.24,38.99,28.57,156.0,4.06,4.1,0.37,3.4,4.5,170.78,38.0,264.43,2.0,783.0
Sides And Snacks,301.0,336.0,85.08,204.0,363.0,3.7,3.6,0.26,3.5,4.0,7.0,7.0,3.0,4.0,10.0
Sides Order,30.0,30.0,,30.0,30.0,4.2,4.2,,4.2,4.2,6.0,6.0,,6.0,6.0
Sides and Dips,116.23,114.29,43.09,28.57,179.05,4.31,4.4,0.53,1.5,5.0,39.9,18.5,61.33,1.0,386.0
Signature Biryani,375.0,379.0,25.91,329.0,399.0,4.1,4.0,0.41,3.4,4.9,24.0,16.0,21.56,2.0,75.0
Signature Bowls,346.61,359.0,17.18,309.0,359.0,4.39,4.4,0.45,2.2,5.0,36.48,15.0,54.28,1.0,346.0
Signature Cakes,549.0,549.0,0.0,549.0,549.0,4.95,4.95,0.07,4.9,5.0,2.5,2.5,0.71,2.0,3.0
Signature Cold Coffees,237.33,239.0,10.3,219.0,249.0,4.61,4.7,0.27,4.1,5.0,31.42,17.5,32.89,1.0,105.0
Signature Combos,600.0,600.0,169.71,480.0,720.0,4.4,4.4,0.85,3.8,5.0,2.5,2.5,0.71,2.0,3.0
Signature Dough Balls,300.0,300.0,134.35,205.0,395.0,4.45,4.45,0.21,4.3,4.6,14.5,14.5,0.71,14.0,15.0
Signature Eggless Cakes,488.86,479.0,52.52,409.0,679.0,4.45,4.7,0.57,2.7,5.0,10.7,4.0,15.46,1.0,81.0
Signature Garlic Knots,220.82,199.0,41.49,199.0,299.0,4.28,4.3,0.45,2.8,5.0,13.24,6.0,14.26,1.0,71.0
Signature Paneer Rolls,209.0,209.0,14.14,199.0,219.0,3.85,3.85,0.78,3.3,4.4,19.5,19.5,0.71,19.0,20.0
Signature Rice Bowl,316.08,319.0,16.28,299.0,339.0,4.15,4.15,0.56,3.0,5.0,9.29,3.0,16.21,1.0,65.0
Signature Sweets,385.0,340.0,124.89,245.0,620.0,4.4,4.4,0.25,3.9,4.7,144.62,112.0,150.3,9.0,491.0
Signature Veg Rolls,157.33,154.0,28.58,129.0,189.0,4.22,4.2,0.52,3.6,5.0,21.5,7.0,30.28,2.0,80.0
Signature Wings,395.0,395.0,0.0,395.0,395.0,4.62,4.6,0.3,4.3,5.0,4.25,3.5,3.59,1.0,9.0
Signatures,354.15,386.65,77.7,240.0,403.3,3.78,3.85,1.02,2.5,4.9,6.0,6.5,2.45,3.0,8.0
Simply Pizza,132.0,132.0,0.0,132.0,132.0,4.68,4.65,0.32,4.4,5.0,139.25,9.5,263.88,3.0,535.0
Sinful Chocolate Ice Creams,86.5,89.0,11.65,69.0,99.0,4.58,4.6,0.16,4.4,4.9,1.38,1.0,0.74,1.0,3.0
Sinful Desserts,163.0,179.0,35.78,99.0,179.0,3.82,4.1,1.05,2.4,4.9,17.6,7.0,17.47,4.0,40.0
Singju,85.0,85.0,21.21,70.0,100.0,4.15,4.15,0.21,4.0,4.3,36.5,36.5,7.78,31.0,42.0
Single Donuts,118.8,128.57,17.49,80.95,133.33,4.46,4.6,0.4,3.2,5.0,1.74,1.0,1.05,1.0,5.0
Single Item,55.0,55.0,21.21,40.0,70.0,4.4,4.4,0.0,4.4,4.4,104.5,104.5,47.38,71.0,138.0
Single Meal,254.0,258.0,61.91,179.0,315.0,4.58,4.65,0.19,4.2,4.7,11.33,9.5,8.98,4.0,26.0
Single Order,232.22,280.0,98.71,10.0,280.0,4.66,4.6,0.2,4.4,5.0,156.67,85.0,205.51,3.0,575.0
Single Pasanga Biryani,199.0,199.0,8.53,179.0,219.0,4.28,4.3,0.36,3.5,5.0,16.08,2.0,42.09,1.0,149.0
Single Topping Cheesy Pizza,89.0,89.0,0.0,89.0,89.0,4.12,3.95,0.39,3.9,4.7,120.5,131.0,86.1,26.0,194.0
Sizzlers,605.24,590.0,165.42,338.0,1040.0,4.11,4.4,0.8,2.3,5.0,17.06,8.0,24.34,3.0,86.0
Sk Special  Thali,171.5,164.0,26.3,149.0,209.0,4.3,4.4,0.2,4.0,4.4,58.0,40.5,53.07,16.0,135.0
Slice Kulfi,184.85,186.44,3.41,177.97,186.44,4.88,4.9,0.15,4.4,5.0,24.38,17.0,21.08,3.0,75.0
Slices,234.26,250.0,60.78,25.0,300.0,4.58,4.7,0.36,3.0,5.0,42.6,18.5,64.31,1.0,446.0
Slow Churn: Artisanal Fruit Ice Cream,333.05,317.8,26.18,317.8,375.0,4.56,4.7,0.48,3.3,5.0,2.93,3.0,1.53,1.0,6.0
Small Bites,549.0,549.0,,549.0,549.0,4.9,4.9,,4.9,4.9,7.0,7.0,,7.0,7.0
Small Delights,108.0,110.0,13.11,94.0,120.0,4.6,4.7,0.26,4.3,4.8,51.33,70.0,42.22,3.0,81.0
Small Desserts,187.0,165.0,79.32,121.0,275.0,4.27,4.2,0.5,3.8,4.8,11.33,10.0,6.11,6.0,18.0
Small Plates,481.25,510.0,66.66,297.0,580.0,4.11,4.35,0.88,1.6,5.0,28.78,17.5,34.98,2.0,151.0
Smoke Your Meat,380.0,380.0,20.0,360.0,400.0,4.47,4.9,0.84,3.5,5.0,11.33,8.0,9.45,4.0,22.0
Smoothie - Greek Yoghurt,325.0,325.0,0.0,325.0,325.0,4.7,4.7,0.28,4.5,4.9,4.5,4.5,4.95,1.0,8.0
Smoothies Bowl,450.0,450.0,,450.0,450.0,5.0,5.0,,5.0,5.0,9.0,9.0,,9.0,9.0
Snack,110.0,110.0,,110.0,110.0,4.1,4.1,,4.1,4.1,3.0,3.0,,3.0,3.0
Snack BOWLJ,179.0,179.0,,179.0,179.0,4.2,4.2,,4.2,4.2,8.0,8.0,,8.0,8.0
Snack Time Specials,280.06,277.5,76.32,127.0,457.0,4.4,4.4,0.44,2.9,5.0,30.53,13.0,34.33,1.0,114.0
Snacks,103.66,80.0,77.9,6.0,520.0,4.28,4.4,0.52,1.5,5.0,98.94,23.5,172.62,1.0,934.0
Snacks ,124.86,119.0,98.29,22.0,299.0,4.37,4.3,0.27,4.0,4.9,136.86,97.0,96.69,31.0,299.0
Snacks & Chat,83.33,110.0,46.19,30.0,110.0,3.77,3.7,0.12,3.7,3.9,479.0,361.0,232.65,329.0,747.0
Snacks & Kebab,250.0,250.0,,250.0,250.0,4.2,4.2,,4.2,4.2,3.0,3.0,,3.0,3.0
Snacks & More,100.0,100.0,,100.0,100.0,4.0,4.0,,4.0,4.0,4.0,4.0,,4.0,4.0
Snacks & Starters,309.67,334.0,56.04,210.0,350.0,4.15,4.5,1.09,2.3,5.0,5.67,6.0,1.63,3.0,8.0
Snacks And Bakery,55.95,34.3,62.2,15.24,247.6,3.94,4.0,0.56,2.5,5.0,97.43,45.0,108.0,1.0,407.0
Snacks And Chaat,101.41,101.0,45.37,16.0,200.0,4.42,4.5,0.45,2.4,5.0,86.49,16.0,174.95,3.0,875.0
Snacks And Chat,74.55,80.0,22.52,40.0,120.0,4.02,3.9,0.23,3.7,4.4,109.55,44.0,193.85,4.0,672.0
Snacks And Combos,145.71,120.0,50.28,100.0,220.0,4.6,4.7,0.35,3.9,5.0,9.0,8.0,4.43,3.0,15.0
Snacks And Nashta,53.0,46.5,22.44,34.0,85.0,4.35,4.35,0.13,4.2,4.5,168.25,197.5,71.07,63.0,215.0
Snacks And Sandwich,99.33,99.0,10.5,89.0,110.0,4.4,4.4,0.1,4.3,4.5,89.0,67.0,76.41,26.0,174.0
Snacks Bucket at 199,192.57,149.0,59.69,139.0,299.0,3.84,3.9,0.48,3.0,4.5,2.57,2.0,1.7,1.0,7.0
Snacks Evening,66.14,59.0,24.5,50.0,150.0,4.35,4.3,0.18,4.0,4.6,46.5,25.0,45.44,9.0,157.0
Snacks Items,36.06,26.0,24.5,13.0,80.0,3.99,4.05,0.32,3.4,4.4,43.5,35.0,44.04,5.0,130.0
Snacks Light Munchies,120.0,120.0,,120.0,120.0,4.8,4.8,,4.8,4.8,25.0,25.0,,25.0,25.0
Snacks N Starters,288.33,295.0,58.45,220.0,380.0,4.42,4.35,0.34,4.1,5.0,8.5,4.0,8.78,3.0,25.0
Snacks [ No Onion & No Garlic],50.8,45.0,11.99,42.0,70.0,4.52,4.5,0.29,4.1,4.8,69.8,28.0,77.71,20.0,204.0
Snacks [n],175.4,170.0,17.56,160.0,215.0,4.06,4.1,0.13,3.8,4.2,137.7,80.0,154.07,4.0,452.0
Snacks and Chaat,78.75,80.0,47.68,35.0,120.0,4.15,4.1,0.19,4.0,4.4,115.75,98.0,88.58,28.0,239.0
Snacks&Starters,142.33,159.0,37.86,99.0,169.0,4.8,5.0,0.35,4.4,5.0,6.0,4.0,4.36,3.0,11.0
Snacks/Fries,232.5,225.0,53.77,180.0,300.0,3.2,2.7,1.14,2.5,4.9,23.75,22.5,14.5,9.0,41.0
So Southy Rice,225.0,225.0,0.0,225.0,225.0,4.37,4.4,0.06,4.3,4.4,214.33,212.0,108.52,107.0,324.0
Soan Papdi,75.0,75.0,0.0,75.0,75.0,4.6,4.6,0.57,4.2,5.0,1.0,1.0,0.0,1.0,1.0
Soan Papdi Collection,75.0,75.0,,75.0,75.0,5.0,5.0,,5.0,5.0,3.0,3.0,,3.0,3.0
Soda,80.0,80.0,,80.0,80.0,3.8,3.8,,3.8,3.8,3.0,3.0,,3.0,3.0
Soft Beverage,40.0,40.0,0.0,40.0,40.0,3.98,3.9,0.85,3.2,4.9,8.25,8.0,2.63,6.0,11.0
Soft Drink,125.0,110.0,37.86,100.0,180.0,5.0,5.0,0.0,5.0,5.0,4.75,4.0,2.22,3.0,8.0
Soft Drinks,94.49,95.0,6.19,20.0,95.0,4.21,4.3,0.59,1.7,5.0,29.71,10.0,43.88,1.0,243.0
Softy Milkshakes,92.0,85.0,15.65,85.0,120.0,4.64,4.7,0.19,4.3,4.8,3.6,2.0,4.22,1.0,11.0
Solo Tub [140 ML DoubleXL Scoop],88.09,89.0,10.44,69.0,99.0,4.55,4.5,0.34,3.8,5.0,1.73,1.0,0.9,1.0,3.0
Something Sweet,210.0,195.0,45.5,175.0,295.0,4.73,4.7,0.23,4.5,5.0,3.67,3.0,2.25,2.0,8.0
Sorbet,168.64,168.64,0.0,168.64,168.64,4.77,4.7,0.12,4.7,4.9,12.0,9.0,6.08,8.0,19.0
Sorbet Ice Creams,140.0,140.0,,140.0,140.0,4.5,4.5,,4.5,4.5,1.0,1.0,,1.0,1.0
Soup,181.66,170.0,60.02,50.0,370.0,4.27,4.4,0.62,2.0,5.0,33.12,12.0,77.26,1.0,806.0
Soup & Shorba,218.75,215.0,14.93,205.0,240.0,4.12,4.3,0.57,3.3,4.6,2.25,2.0,1.26,1.0,4.0
Soup And Starters,470.0,470.0,,470.0,470.0,5.0,5.0,,5.0,5.0,3.0,3.0,,3.0,3.0
Soup Chow,197.5,195.0,17.08,180.0,220.0,4.45,4.55,0.24,4.1,4.6,21.5,13.0,20.53,8.0,52.0
Soup Menu,98.0,99.0,1.73,96.0,99.0,4.6,4.7,0.46,4.1,5.0,11.67,12.0,2.52,9.0,14.0
Soup Non Veg,170.0,170.0,0.0,170.0,170.0,4.93,4.9,0.06,4.9,5.0,11.33,12.0,7.02,4.0,18.0
Soup Noodles,170.0,170.0,,170.0,170.0,2.7,2.7,,2.7,2.7,4.0,4.0,,4.0,4.0
Soups,198.9,190.0,72.11,54.0,445.0,4.26,4.5,0.74,1.5,5.0,25.43,9.0,46.42,1.0,407.0
Soups & Salads,257.8,279.0,114.99,60.0,459.0,4.31,4.3,0.45,3.3,5.0,23.95,8.5,41.86,1.0,171.0
Soups & Thukpas,270.0,270.0,,270.0,270.0,4.2,4.2,,4.2,4.2,11.0,11.0,,11.0,11.0
Soups Chow,203.33,200.0,15.28,190.0,220.0,4.57,4.6,0.35,4.2,4.9,5.0,4.0,2.65,3.0,8.0
Soups [UN],190.0,190.0,22.36,160.0,220.0,4.8,4.9,0.34,4.2,5.0,13.8,14.0,10.71,3.0,31.0
Soups and Smoothie Bowls,352.0,352.0,90.71,242.0,462.0,4.38,4.6,0.65,3.3,5.0,12.2,12.0,2.77,9.0,15.0
South Indian,188.72,195.0,84.06,31.5,520.0,4.21,4.3,0.62,1.5,5.0,68.95,15.0,134.75,1.0,990.0
South Indian  Breakfast,167.78,175.0,57.23,40.0,260.0,4.19,4.3,0.4,3.3,4.6,14.89,6.0,13.92,3.0,40.0
South Indian (100% Shudh Desi Ghee),206.82,220.0,45.95,150.0,290.0,4.14,4.4,0.7,2.6,4.9,64.82,32.0,89.62,4.0,321.0
South Indian Bowls,215.25,243.0,55.5,132.0,243.0,4.65,4.85,0.51,3.9,5.0,14.75,18.5,8.62,2.0,20.0
South Indian Breakfast  ,100.0,105.0,25.07,70.0,130.0,4.47,4.45,0.26,4.2,4.9,141.88,82.5,183.53,3.0,528.0
South Indian Breakfast Combos   ,139.83,137.5,29.43,99.0,175.0,4.47,4.45,0.16,4.3,4.7,86.17,34.0,93.86,19.0,225.0
South Indian Delights,144.0,144.0,,144.0,144.0,3.9,3.9,,3.9,3.9,4.0,4.0,,4.0,4.0
South Indian Dish,115.67,119.0,15.28,99.0,129.0,4.4,4.2,0.35,4.2,4.8,37.0,24.0,39.15,6.0,81.0
South Indian Dishes,165.25,150.0,89.38,30.0,364.0,4.2,4.3,0.58,2.0,5.0,130.33,69.0,162.95,3.0,739.0
South Indian Food,125.5,135.0,31.92,65.0,160.0,3.95,4.0,0.54,2.7,4.5,75.9,42.0,97.63,6.0,327.0
South Indian Foods,206.77,208.0,61.03,46.0,293.0,4.68,4.7,0.2,4.3,5.0,270.15,267.0,210.0,39.0,781.0
South Indian Items,76.25,85.0,34.65,30.0,120.0,4.31,4.3,0.44,3.8,5.0,33.67,10.5,46.0,2.0,142.0
South Indian Lunch   ,100.0,100.0,14.14,90.0,110.0,4.2,4.2,0.14,4.1,4.3,9.5,9.5,4.95,6.0,13.0
South Indian Lunch Combo   ,120.0,120.0,,120.0,120.0,4.7,4.7,,4.7,4.7,1.0,1.0,,1.0,1.0
South Indian Meals,262.33,259.0,5.77,259.0,269.0,4.13,4.2,0.21,3.9,4.3,17.0,20.0,10.82,5.0,26.0
South Indian Menu,188.89,175.0,51.08,100.0,305.0,4.41,4.7,0.58,2.5,5.0,23.0,7.0,37.95,1.0,182.0
South Indian Rice   ,112.5,112.5,10.61,105.0,120.0,3.4,3.4,1.41,2.4,4.4,4.0,4.0,0.0,4.0,4.0
South Indian Sidish,139.0,139.0,56.57,99.0,179.0,4.55,4.55,0.07,4.5,4.6,89.0,89.0,62.23,45.0,133.0
South Indian Snacks,108.75,115.0,23.28,80.0,160.0,4.25,4.4,0.68,2.3,5.0,76.04,28.5,120.87,5.0,570.0
South Indian Snacks  ,100.0,100.0,0.0,100.0,100.0,4.45,4.45,0.07,4.4,4.5,110.5,110.5,154.86,1.0,220.0
South Indian Special,76.67,80.0,5.77,70.0,80.0,4.03,4.2,0.29,3.7,4.2,214.67,185.0,178.36,53.0,406.0
South Indian Spice,140.0,135.0,35.59,110.0,180.0,3.78,3.85,0.58,3.0,4.4,39.75,20.5,40.92,17.0,101.0
South Indian Sweets   ,85.0,85.0,21.21,70.0,100.0,4.35,4.35,0.21,4.2,4.5,22.5,22.5,6.36,18.0,27.0
South Indian Thali [n],290.0,290.0,0.0,290.0,290.0,4.05,4.05,0.49,3.7,4.4,23.5,23.5,27.58,4.0,43.0
South Indian [ No Onion & No Garlic},180.0,180.0,,180.0,180.0,4.2,4.2,,4.2,4.2,33.0,33.0,,33.0,33.0
South Meals,117.5,117.5,38.89,90.0,145.0,4.4,4.4,0.28,4.2,4.6,163.0,163.0,1.41,162.0,164.0
South Special Dosa,236.29,229.0,22.02,219.0,279.0,3.84,4.3,1.17,2.1,5.0,9.43,7.0,6.55,3.0,23.0
South indian,177.68,180.5,48.79,70.0,249.0,4.15,4.25,0.52,2.2,4.6,224.77,103.0,262.01,4.0,855.0
South indian curry items (kulambu),110.0,110.0,,110.0,110.0,5.0,5.0,,5.0,5.0,6.0,6.0,,6.0,6.0
Southern Rice Bowls,170.0,170.0,0.0,170.0,170.0,4.5,4.5,0.14,4.4,4.6,144.0,144.0,38.18,117.0,171.0
Southern Specials,160.0,160.0,,160.0,160.0,4.4,4.4,,4.4,4.4,63.0,63.0,,63.0,63.0
Southern Spiced Khichdis,209.0,209.0,14.14,199.0,219.0,3.7,3.7,0.42,3.4,4.0,16.5,16.5,10.61,9.0,24.0
Soya Chaap,191.75,184.0,23.73,179.0,249.0,4.12,4.2,0.41,3.5,4.6,48.62,26.5,57.18,6.0,173.0
Soya Chaap Gravies (New),342.0,342.0,0.0,342.0,342.0,3.23,3.2,0.06,3.2,3.3,1.0,1.0,0.0,1.0,1.0
Soya Chaap Main Course,274.0,274.0,7.07,269.0,279.0,3.65,3.65,0.35,3.4,3.9,25.0,25.0,8.49,19.0,31.0
Soya Chikka,280.0,280.0,,280.0,280.0,4.0,4.0,,4.0,4.0,2.0,2.0,,2.0,2.0
Soya Gravy Items,295.0,295.0,0.0,295.0,295.0,4.02,4.3,0.84,2.4,4.7,3.17,2.5,1.94,2.0,7.0
Soya Rolls,178.75,180.0,14.36,160.0,195.0,4.1,4.65,1.34,2.1,5.0,58.0,32.0,74.96,4.0,164.0
Sp.mukhwas,64.0,64.0,,64.0,64.0,3.7,3.7,,3.7,3.7,1.0,1.0,,1.0,1.0
